ImageScale,1,2,4,8,16,32,64,128,256,512,1024
0,1.41965390095351,2.82453701540426,5.63196838411131,11.2839120154315,21.7568986202759,40.3703806767587,39.0238325801592,40.6691522762951,42.4195906432749,40.751404494382,37.1834631945868
1,0.969780257487167,1.92239486162935,3.8245431909744,7.69280870390245,14.8286187563711,28.945616550594,30.6193122020677,30.5890129259694,30.5587735557615,28.6937257063294,27.1904205607477
2,0.835699724023286,1.65727175168499,3.31116181025285,6.65137574908445,12.8824388769479,25.1605381224747,26.6047648772368,26.6121479117525,26.5760101429997,25.2892602848101,23.7139580602883
3,0.721780204063383,1.43124167825344,2.83932576469068,5.71199535998883,11.1003151458492,21.7379669275063,23.011714415217,23.0286310883098,23.0099162316757,21.9603916830738,20.5420800022324
4,0.736646795021796,1.42977871074489,2.8480861481498,5.6619999555982,11.0999951640593,21.7427084221395,23.024039040244,23.0081143934002,23.0005060424474,22.0036667785074,20.5411796817669
5,0.735803165170148,1.42619354541946,2.8384437047867,5.69458344837107,11.093118157402,21.7330817659765,23.0404169459339,23.0246633642643,23.0193634340799,21.9437795066161,20.5041659159113
6,0.728514303220781,1.41304637054407,2.81209678027836,5.63044986136443,10.9635666937729,21.4730255410336,22.8244531314126,22.7975537769397,22.800825090965,21.6678517335255,20.3146189004205
7,0.727521804888473,1.44299434127153,2.81044195398651,5.62469114461103,10.9911650568633,21.5257803221496,22.780017085289,22.7840440367693,22.7691067299501,21.7334027189676,20.295288092772
8,0.744503445629195,1.47755166478505,2.88146137308009,5.77637158118065,11.2473180260073,22.0416670331894,23.3441182864152,23.343103416152,23.32904929195,22.2719996977921,20.8123665857298
9,0.745287149920583,1.47869097092709,2.88698776259541,5.76869260607077,11.2527436021983,22.0844011277811,23.3697545740642,23.3714596059212,23.338520142195,22.3177391766026,20.8350855178168
